id,name,type,worldsfifty,lechef,tripadvisor,thebestchef,restaurant,geschlecht,alter,michelinstern,arbeitsort,herkunftsland,ausbildereins,ausbilderzwei,ausbilderdrei,ausbildervier,ausbilderfuenf,ausbildersechs,ausbildersieben,ausbilderacht
tira,Tim Raue,1,48,99,99,46,7,1,3,2,1,1,41,42,99,99,99,99,99,99
nohu,Noriyuki Hamada,1,99,99,99,45,0,1,3,0,8,7,43,99,99,99,99,99,99,99
bjfr,Björn Frantzen,1,99,99,99,44,1,1,3,2,14,17,44,45,4,99,99,99,99,99
hebe,Heinz Beck,1,99,99,99,43,1,1,4,3,5,1,46,47,99,99,99,99,99,99
nidico,Nino di Costanzo,1,99,99,99,42,1,1,3,2,5,5,29,21,24,49,99,99,99,99
erri,Eric Ripert,1,17,99,99,41,1,1,4,3,11,15,11,50,51,52,99,99,99,99
pegi,Peter Gilmore,1,99,99,99,40,0,1,4,0,18,18,99,99,99,99,99,99,99,99
vima,Virgilio Martinez,1,5,99,99,39,3,1,3,1,7,14,53,99,99,99,99,99,99,99
keko,Kei Kobayashi,1,99,99,99,38,1,1,4,1,9,7,54,5,11,55,56,99,99,99
hebl,Heston Bluemthal,3,36,99,99,37,4,1,4,3,15,19,99,99,99,99,99,99,99,99
erfr,Eric Frechon,3,99,6,99,36,1,1,4,3,9,15,57,58,59,60,61,62,99,99
sebr,Sebastien Bras,1,99,99,99,35,1,1,3,3,9,15,16,99,99,99,99,99,99,99
chbau,Chirstian Bau,1,99,99,99,34,1,1,3,3,1,1,64,99,99,99,99,99,99,99
elaz,Elena Azark,1,30,99,99,33,1,2,3,3,10,9,21,65,5,66,99,99,99,99
chda,Chantel Dartnall,1,99,99,99,32,1,2,2,0,19,20,93,133,69,70,45,71,99,99
ancan,Antonio Cannavacciuolo,1,99,99,99,31,0,1,3,2,5,5,72,73,99,99,99,99,99,99
quda,Quique Dacosta,3,99,34,99,30,4,1,3,3,10,9,99,99,99,99,99,99,99,99
thke,Thomas Keller,3,99,19,99,29,4,1,5,3,11,13,36,74,99,99,99,99,99,99
maco,Mauro Colagreco,1,4,44,99,28,1,1,3,3,9,10,3,4,5,6,99,99,99,99
hayo,Hajime Yoneda,1,99,99,99,27,1,1,3,3,8,7,75,16,99,99,99,99,99,99
dabi,David Bizet,1,99,99,99,26,0,1,3,1,9,15,76,77,78,99,99,99,99,99
eshoba,Esben Holmboe Bang,1,99,99,99,25,1,1,2,3,21,11,99,99,99,99,99,99,99,99
atta,Atsushi Tanaka,1,99,99,99,24,1,1,2,0,9,7,66,79,80,99,99,99,99,99
stbu,Stephane Buron,1,99,99,99,23,1,1,99,2,9,15,81,99,99,99,99,99,99,99
rere,Rene Redzepi,3,99,8,99,22,1,1,3,2,12,11,2,83,84,85,82,33,99,99
alpa,Alain Passard,3,12,1,99,21,1,1,5,3,9,15,86,87,97,99,99,99,99,99
maul,Mauro Uliassi,1,99,99,99,20,1,1,5,2,5,5,99,99,99,99,99,99,99,99
maal,Massimiliano Alajmo,3,29,41,99,19,2,1,3,3,5,5,88,89,90,91,99,99,99,99
enat,Eneko Atxa,1,38,99,99,18,2,1,3,3,10,9,92,93,99,99,99,99,99,99
piga,Pierre Gagnaire,3,99,3,99,17,7,1,5,3,9,15,94,95,96,97,99,99,99,99
dasc,Davide Scabin,1,99,99,99,16,1,1,4,2,5,5,99,99,99,99,99,99,99,99
dahu,Daniel Humm,1,1,14,99,15,3,1,3,3,11,8,98,99,99,99,99,99,99,99
anch,Andre Chiang,1,14,48,99,14,5,1,3,2,21,22,83,84,66,99,99,99,99,99
grac,Grant Achatz,1,21,32,99,13,6,1,3,3,11,13,192,33,99,99,99,99,99,99
roem,Ronny Emborg,3,99,99,99,12,0,1,2,2,11,11,2,100,99,99,99,99,99,99
alad,Albert Adria,3,25,99,99,11,6,1,3,1,10,9,101,102,99,99,99,99,99,99
grbe,Gregoire Berger,1,99,99,99,10,0,1,2,0,20,19,95,103,104,99,99,99,99,99
mabo,Massimo Bottura,1,2,35,99,9,2,1,3,3,5,5,5,2,99,99,99,99,99,99
rako,Rasmus Koefed,3,19,45,99,8,1,1,2,3,12,11,105,99,99,99,99,99,99,99
yaal,Yannik Alleno,1,31,13,99,7,16,1,3,3,9,15,106,107,39,99,99,99,99,99
encr,Enrico Crippa,1,15,37,99,6,1,1,3,3,5,5,16,2,29,13,14,15,99,99
nibr,Nick Bril,1,99,99,99,5,1,1,2,2,23,23,80,99,99,99,99,99,99,99
alat,Alex Atala,1,16,99,99,4,2,1,4,0,24,24,99,99,99,99,99,99,99,99
damu,David Munoz,1,99,99,99,3,2,1,2,3,10,9,99,99,99,99,99,99,99,99
seya,Seiji Yamamoto,1,41,5,99,99,3,1,3,3,8,7,162,99,99,99,99,99,99,99
jobo,Jonnie Boer,3,34,7,99,99,2,1,4,3,25,25,146,99,99,99,99,99,99,99
emre,Emmanuel Renaut,1,99,9,99,99,2,1,4,1,9,15,89,180,99,99,99,99,99,99
paba,Pascal Barbot,3,46,11,99,99,2,1,3,3,9,15,4,99,99,99,99,99,99,99
aldu,Alain Ducasse,3,14,12,99,99,6,1,5,3,27,15,9,90,170,99,99,99,99,99
pabo,Paul Bocuse,3,99,15,99,99,7,1,8,3,9,15,168,99,99,99,99,99,99,99
gigo,Gilles Goujon,3,99,16,99,99,1,1,4,3,9,15,170,99,99,99,99,99,99,99
mitr,Michel Troisgos,1,99,17,99,99,3,1,5,3,9,15,95,121,122,123,113,90,99,99
ardo,Arnaud Donckele,1,99,18,99,99,1,1,3,3,9,15,5,90,99,99,99,99,99,99
arla,Arnaud Lallement,1,99,20,99,99,1,1,3,3,9,15,90,170,99,99,99,99,99,99
hawo,Harald Wohlfahrt,3,99,21,99,99,1,1,5,3,1,1,187,142,9,99,99,99,99,99
rema,Regis Marcon,3,99,23,99,99,2,1,5,3,9,15,0,99,99,99,99,99,99,99
yomu,Yoshihiro Murata,1,99,24,99,99,2,1,5,7,8,7,99,99,99,99,99,99,99,99
jefr,Jean-Francoise Piege,3,99,25,99,99,4,1,3,2,9,15,183,58,5,99,99,99,99,99
bepa,Bernard Pacaud,3,99,26,99,99,0,1,6,3,9,15,177,99,99,99,99,99,99,99
jabo,Jacob Jan Boerma,1,99,27,99,99,1,1,3,3,25,25,99,99,99,99,99,99,99,99
anca,Andreas Caminada,1,99,28,99,99,4,1,3,3,26,8,99,99,99,99,99,99,99,99
chba,Christophe Bacquie,1,99,30,99,99,0,1,99,3,9,15,99,99,99,99,99,99,99,99
migu,Michel Guerard,3,99,31,99,99,1,1,7,3,9,15,190,99,99,99,99,99,99,99
chlesq,Christian Le Squer,3,99,33,99,99,2,1,4,3,9,15,99,99,99,99,99,99,99,99
anluad,Andoni Luis Aduriz,3,9,36,99,99,1,1,3,2,10,9,21,129,130,131,2,132,133,93
alco,Alexander Couillon,1,99,38,99,99,1,1,3,2,9,28,99,99,99,99,99,99,99,99
pekn,Peter Knogl,1,99,39,99,99,1,1,4,3,26,1,47,99,99,99,99,99,99,99
svel,Sven Elverfeld,1,99,40,99,99,1,1,4,3,1,1,118,119,120,99,99,99,99,99
daba,Dan Barber,1,11,42,99,99,2,1,3,0,11,13,99,99,99,99,99,99,99,99
pego,Peter Goossens,3,50,43,99,99,3,1,4,3,23,23,143,99,99,99,99,99,99,99
papa,Paul Pairet,3,41,46,99,99,3,1,4,3,28,15,99,99,99,99,99,99,99,99
alga,Alexandre Gauthier,1,99,49,99,99,2,1,2,2,9,15,99,99,99,99,99,99,99,99
jion,Jiro Ono,1,99,50,99,99,1,1,8,3,8,7,99,99,99,99,99,99,99,99
riek,Richard Ekkebus,1,24,99,99,99,1,1,3,2,28,25,4,36,66,190,99,99,99,99
joth,Jonathan Tham,1,39,99,99,99,1,1,2,1,12,32,99,99,99,99,99,99,99,99
dahun,Dan Hunter,1,44,99,99,99,1,1,3,0,18,18,92,99,99,99,99,99,99,99
jowi,Joachim Wissler,1,47,99,99,99,1,1,4,3,1,1,64,99,99,99,99,99,99,99
gema,German Martitegui,1,49,99,99,99,1,1,4,0,30,10,191,99,99,99,99,99,99,99
anro,Ana Ros,1,48,99,99,99,1,2,3,0,38,31,99,99,99,99,99,99,99,99
begr,Bertrand Grébaut,1,35,99,99,99,1,1,2,1,34,15,99,99,99,99,99,99,99,99
besh,Ben Shewry,1,32,99,99,99,1,1,3,0,13,12,28,99,99,99,99,99,99,99
dasoin,Daniela Soto-Innes,1,25,99,99,99,1,2,1,0,11,4,32,99,99,99,99,99,99,99
dath,David Thompson,3,28,99,99,99,1,1,3,1,6,12,99,99,99,99,99,99,99,99
enol,Enrique Olvera,3,20,99,99,99,1,1,3,0,4,4,99,99,99,99,99,99,99,99
gaac,Gastón Acurio,3,33,99,99,99,40,1,3,2,36,14,99,99,99,99,99,99,99,99
gaan,Gaggan Anand,1,7,99,99,99,1,1,2,2,6,6,99,99,99,99,99,99,99,99
yona,Yoshihiro Narisawa,1,18,99,99,99,1,1,4,2,8,7,11,95,113,134,99,99,99,99
here,Heinz Reitbauer,1,10,99,99,99,1,1,3,2,2,2,7,8,9,10,11,99,99,99
ismc,Isaac McHale,1,26,99,99,99,1,1,2,1,15,19,99,99,99,99,99,99,99,99
josk,Joshua Skenes,1,37,99,99,99,1,1,2,3,13,11,99,99,99,99,99,99,99,99
jova,Jorge Vallejo,1,22,99,99,99,1,1,2,0,4,4,32,31,99,99,99,99,99,99
jumaar,Juan Mari Arzak,3,31,99,99,99,1,1,6,3,10,9,99,99,99,99,99,99,99,99
niro,Niko Romito,1,43,99,99,99,2,1,3,3,5,5,0,99,99,99,99,99,99,99
rogu,Rodolfo Guzmán,1,42,99,99,99,1,1,2,0,35,29,99,99,99,99,99,99,99,99
viar,Victor Arguinzoniz,1,6,99,99,99,1,1,4,1,10,9,99,99,99,99,99,99,99,99
vlmu,Vladimir Mukhin,1,23,99,99,99,1,1,2,0,3,3,144,145,99,99,99,99,99,99
zaha,Zaiyu Hasegawa,1,46,99,99,99,1,1,2,2,8,7,99,99,99,99,99,99,99,99
brgr,Brett Graham,1,27,99,99,99,1,1,2,2,18,18,99,99,99,99,99,99,99,99
fead,Ferran Adrià,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
belo,Bernard Loiseau,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
guma,Guy Martin,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
kaob,Karl Obauer,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
ruob,Rudi Obauer,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alch,Alain Chapel,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
anmo,Anton Mosimann,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
jorob,Joël Robuchon,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
chwi,Christian Willer,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
giar,Ghislaine Arabian,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
anwe,Antoine Westermann,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mibr,Michel Bras,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
elar,Elena Arzak,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
mali,Mark Limacher,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gumar,Gualtiero Marchesi,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
osve,Oscar Velasco,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mapiwh,Marco Pierre White,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gusa,Guy Savoy,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
logr,Louis Grondard,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alpi,Alain Pic,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
frra,Franz Raneburger,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
rosc,Rolf Schmidt,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
chli,Christer Lingström,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
nila,Nico Ladenis,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alkl,Alfred Klink,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
hewi,Heinz Winkler,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gatr,Gaetano Trovato,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
jelopa,Jean Louis Palladin,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
dabou,David Bouley,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
maleco,Maguy Le Coze,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
chmo,Christophe Moret,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
rofe,Roland Feuillas,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
chcon,Christian Constant,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
jesa,Jean Sabine,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
emta,Emile Tabourdiau,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
clde,Claude Deligne,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
jeclvr,Jean-Claude Vrinat,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alro,Albert Roux,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mica,Michael Caines,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
vieq,Vico Equense,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
rohe,Roland Henin,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
bero,Bernard Robin,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
phle,Philippe Legendre,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
erbr,Eric Briffard,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
sehe,Sergio Herman,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
miro,Michel Rochedy,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
pian,Pierre-André,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
japo,Jaques Pourcel,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
lapo,Laurent Pourcel,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
throan,Thomas Rode Andersen,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mike,Michel Kerever,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gebo,Gérard Boyer.,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alchi,Alfredo Chiocchetti,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mave,Marc Veyrat,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
rich,Rita Chimetto,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
jeclga,Jean-Claude Gagnaire,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
rade,Raoul Desprez,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
alse,Alain Senderens,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
dame,Danny Meyer,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
chtr,Charlie Trotter,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
anes,Antoni Escribà,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
frto,Francisco Torreblanca,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
frro,Frédéric Robert,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
feco,Fernand Corfmat,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
roso,Roger Souvereyns,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
mama,Manuel Martinez,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gabi,Gabriel Biscay,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
sasa,Santi Santamaría,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
geblu,George Blue,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
frgi,Fredy Girardet,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
dibi,Dieter Biesler,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
dokahe,Doris-Katharina Hessler,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
dimue,Dieter Müller,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gari,Gaston Richard,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
fepo,Fernand Point,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
pame,Paul Mercier,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
raro,Ramón Roteta,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
hiar,Hilario Arbelaitz,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
jelone,Jean Louis Neichel,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
fear,Fermín Arrambide,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
pesu,Pedro Subijana,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
ezsa,Ezio Santin,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
ecwi,Eckart Witzigmann,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
gale,Gaston Lenôtre,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
chet,Christian Étienne,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
miph,Michel Philibert,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
edme,Ed Meijers,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
lagr,Laurent Gras,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
getr,Gebrüder Troisgros,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
hiko,Hirosha Koyama,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
eubr,Eugénie Brazier,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
rove,Roger Vergé,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
clpe,Claude Peyrot,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
yvth,Yves Thuriès,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
brci,Bruno Cirino,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
docr,Dominique Crenn,2,99,99,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99
wisc,Willi Schwank,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
hasn,Hans Snijders,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
frma,Francis Mallmann,2,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99
